CAGR,Sharpe,maxDD,turnover,win_rate,avg_hold_days,avg_positions,cost_model,risk_filters,meta_filter
0.3340774311638852,1.7612917470841747,-0.10243268613833334,0.4280618311533888,0.6833333333333333,10.0,12.0,"{'name': 'realistic', 'components': {'brokerage_bps': 5.0, 'stt_bps': 10.0, 'stamp_duty_bps': 5.0, 'exchange_charges_bps': 2.0, 'sebi_turnover_bps': 0.5, 'gst_bps': 3.6}, 'total_bps': 26.1, 'slippage_bps': 12.0, 'description': 'Approximates Indian equities round-trip costs (brokerage, statutory taxes, exchange fees, and GST). Numbers are expressed in basis points per trade leg and tuned for liquid NIFTY 200 names.\n', 'source': '/Users/janavbansal/Desktop/IntentFlowAI/config/costs_india.yaml'}","{'trend_fast': 50, 'trend_slow': 200, 'vol_lookback': 20, 'vol_high': 0.04, 'allow_high_vol': False, 'allow_downtrend': False, 'max_positions': 12, 'cooldown_days': 2}","{'enabled': False, 'proba_col': 'proba', 'min_prob': 0.5}"
