date_in,date_out,ticker,entry_px,exit_px,gross_ret,net_ret
2018-10-25,2018-11-09,ADANIGREEN,36.337922000000006,45.0775975,0.24051115250894073,0.24051115250894073
2018-10-25,2018-11-09,TATASTEEL,95.86385500000002,118.5964195,0.2371338446591782,0.2371338446591782
2018-10-25,2018-11-09,BANDHANBNK,381.49799050000007,429.85598500000003,0.12675818930689742,0.12675818930689742
2018-10-25,2018-11-09,SHREECEM,13581.6998715,15330.7165765,0.1287774521266043,0.1287774521266043
2018-10-25,2018-11-09,BANKBARODA,98.8250945,111.075185,0.12395728597051825,0.12395728597051825
2018-10-25,2018-11-09,HDFCLIFE,361.22102850000005,399.82085650000005,0.10685930484249195,0.10685930484249195
2018-10-25,2018-11-09,MUTHOOTFIN,390.43189950000004,459.044352,0.17573475063863198,0.17573475063863198
2018-10-25,2018-11-09,TATAMOTORS,165.9799835,194.5060975,0.1718647839243821,0.1718647839243821
2018-10-25,2018-11-09,DLF,155.5403595,173.6857265,0.11666018426555058,0.11666018426555058
2018-10-25,2018-11-09,BEL,83.6675635,98.27414350000001,0.17457876611884382,0.17457876611884382
2018-10-25,2018-11-09,INDIGO,881.2949895000002,988.1706705,0.12127117738481119,0.12127117738481119
2018-10-25,2018-11-09,PFC,84.47061150000002,103.2550935,0.22237890393394366,0.22237890393394366
2019-07-16,2019-07-30,HDFCLIFE,492.9209005000001,481.25938900000006,-0.02365797735127695,-0.02365797735127695
2019-07-16,2019-07-30,INDIGO,1450.7564025000001,1538.6652645,0.06059519147977688,0.06059519147977688
2019-07-16,2019-07-30,ASIANPAINT,1377.528463,1503.0016625,0.091085740055594,0.091085740055594
2019-07-16,2019-07-30,INFY,787.8402785000001,789.6798130000001,0.002334907912429074,0.002334907912429074
2019-07-16,2019-07-30,MARICO,369.5526515,361.3679225,-0.022147666825764856,-0.022147666825764856
2019-07-16,2019-07-30,NESTLEIND,11753.2599565,11492.5957445,-0.022178035112364047,-0.022178035112364047
