date,ticker,sector,proba,rank
2025-09-25,HCLTECH_S133,IT,0.7229665197918844,207.0
2025-10-27,ADANIGREEN_S51,Utilities,0.722831773556381,208.0
2025-10-17,ICICIGI_S56,Financials,0.7224556049540545,209.0
2025-10-15,POWERGRID,Utilities,0.7220925790535948,210.0
2025-09-26,BRITANNIA_S86,Consumer Staples,0.7220570189378926,211.0
2025-09-15,ULTRACEMCO_S15,Materials,0.7217401563164523,212.0
2025-09-25,ICICIGI,Financials,0.7198489875858459,213.0
2025-10-23,ADANIGREEN_S51,Utilities,0.7186728543130116,214.0
2025-09-24,NESTLEIND,Consumer Staples,0.7185350033725768,215.0
2025-10-01,POWERGRID_S77,Utilities,0.7176373883876488,216.0
2025-09-02,TCS_S1,IT,0.717461905408707,217.0
2025-10-14,NMDC,Materials,0.7159012508757723,218.0
2025-09-05,NTPC_S78,Utilities,0.7154065244963664,219.0
2025-09-03,HDFCBANK,Financials,0.7129541504839443,220.0
2025-09-05,APOLLOHOSP_S35,Healthcare,0.7128830546165413,221.0
2025-09-08,TECHM_S34,IT,0.7126096947570342,222.0
2025-09-09,AXISBANK,Financials,0.7111552710243242,223.0
2025-09-16,LT_S9,Industrials,0.7108781501596508,224.0
2025-09-04,TATASTEEL_S137,Materials,0.709022256725533,225.0
2025-09-23,AXISBANK_S11,Financials,0.7087008314148361,226.0
2025-10-01,TATASTEEL_S23,Materials,0.707886787187729,227.0
2025-09-25,DRREDDY,Healthcare,0.7063983450942347,228.0
2025-09-04,EICHERMOT_S94,Consumer Discretionary,0.7061415159397721,229.0
2025-09-24,AXISBANK_S11,Financials,0.704506475436189,230.0
2025-09-10,UPL_S96,Materials,0.7017623239026245,231.0
2025-09-26,AXISBANK_S68,Financials,0.6984052672191502,232.0
2025-10-09,NMDC,Materials,0.6980448163296379,233.0
2025-09-10,BANDHANBNK_S50,Financials,0.6977622450625586,234.0
2025-09-25,INDUSINDBK,Financials,0.696915310100014,235.0
2025-09-05,ONGC_S79,Energy,0.6966085020725217,236.0
2025-09-03,KOTAKBANK_S74,Financials,0.695273765575781,237.0
2025-09-09,HINDUNILVR_S119,Consumer Staples,0.6944814039019169,238.0
2025-09-26,ASIANPAINT_S124,Materials,0.6940861375859765,239.0
2025-09-16,SBILIFE_S44,Financials,0.6920023947806255,240.0
2025-09-26,COALINDIA_S32,Energy,0.6918987335304694,241.0
2025-09-12,KOTAKBANK_S131,Financials,0.6915697189115616,242.0
2025-09-24,MUTHOOTFIN,Financials,0.6910918517676338,243.0
2025-09-03,COALINDIA_S89,Energy,0.6902757612040756,244.0
2025-09-15,BRITANNIA_S86,Consumer Staples,0.6900281975045338,245.0
2025-09-24,TCS_S58,IT,0.6897347121658828,246.0
2025-09-09,BAJFINANCE_S132,Financials,0.6890069735825834,247.0
2025-09-26,AXISBANK,Financials,0.6889478319637455,248.0
2025-09-03,EICHERMOT_S94,Consumer Discretionary,0.6888845288283315,249.0
2025-10-21,NMDC,Materials,0.6875025832268711,250.0
2025-10-03,POWERGRID,Utilities,0.6858066985941513,251.0
2025-09-12,BRITANNIA_S86,Consumer Staples,0.6856550344587914,252.0
2025-10-17,ADANIGREEN_S51,Utilities,0.6848743162742368,253.0
2025-09-19,KOTAKBANK_S17,Financials,0.6840214752570616,254.0
2025-09-09,HCLTECH_S133,IT,0.6837023875734369,255.0
2025-09-24,RELIANCE_S114,Energy,0.682939090106894,256.0
2025-10-31,ADANIGREEN_S51,Utilities,0.6826988046796351,257.0
2025-09-24,M&M_S41,Consumer Discretionary,0.6809363814126516,258.0
2025-09-05,BAJFINANCE_S132,Financials,0.6800094105840747,259.0
2025-09-10,MUTHOOTFIN,Financials,0.6798435948784121,260.0
2025-09-03,HCLTECH_S133,IT,0.6782412808187507,261.0
2025-10-28,NMDC,Materials,0.6763199778755518,262.0
2025-09-18,LT_S9,Industrials,0.6755437170422962,263.0
2025-10-07,POWERGRID,Utilities,0.6746846909414426,264.0
2025-10-16,POWERGRID_S134,Utilities,0.6739893618643306,265.0
2025-09-04,TECHM_S34,IT,0.6730775829550141,266.0
2025-09-16,MARUTI_S12,Consumer Discretionary,0.6718293171825811,267.0
2025-09-05,WIPRO_S73,IT,0.6715754889854458,268.0
2025-09-19,RELIANCE_S114,Energy,0.669839442146995,269.0
2025-09-29,TATASTEEL_S23,Materials,0.6696637463082418,270.0
2025-09-08,UPL_S96,Materials,0.6692550719112182,271.0
2025-09-19,DIVISLAB_S85,Healthcare,0.6688496476804217,272.0
2025-10-28,WIPRO_S130,IT,0.6677910243330946,273.0
2025-09-05,RELIANCE_S57,Energy,0.6676807571564793,274.0
2025-09-04,PIDILITIND_S100,Materials,0.6673012406332756,275.0
2025-09-12,TECHM_S34,IT,0.6665664110455355,276.0
2025-09-15,ITC,Consumer Staples,0.6654317906726144,277.0
2025-09-26,DIVISLAB_S142,Healthcare,0.6648904987866039,278.0
2025-10-06,GRASIM_S24,Materials,0.6610787527830646,279.0
2025-10-20,TATASTEEL_S23,Materials,0.6609798543183264,280.0
2025-09-30,TATASTEEL_S23,Materials,0.6608916366778914,281.0
2025-10-13,TCS,IT,0.6602523758005437,282.0
2025-09-30,POWERGRID,Utilities,0.6595531635436106,283.0
2025-09-19,BRITANNIA_S86,Consumer Staples,0.6595501475406872,284.0
2025-09-26,HINDUNILVR,Consumer Staples,0.6587642617375595,285.0
2025-09-11,ASIANPAINT_S10,Materials,0.6585079967801184,286.0
2025-09-16,PEL_S111,Financials,0.6583157042542086,287.0
2025-09-25,VOLTAS_S49,Industrials,0.6567808881489728,288.0
2025-09-17,HDFCBANK_S117,Financials,0.6567090522950462,289.0
2025-09-17,ASIANPAINT_S67,Materials,0.6559912078804816,290.0
2025-09-22,SBIN_S120,Financials,0.6556966590306584,291.0
2025-10-14,POWERGRID,Utilities,0.6549263307260285,292.0
2025-09-05,AXISBANK_S125,Financials,0.6546991411009075,293.0
2025-10-22,ADANIGREEN_S51,Utilities,0.6493577351697962,294.0
2025-10-07,BAJAJFINSV_S140,Financials,0.6488423131975973,295.0
2025-09-18,ADANIPORTS_S88,Industrials,0.6488233529556344,296.0
2025-09-23,ASIANPAINT_S10,Materials,0.6485826789141642,297.0
2025-09-09,COALINDIA_S89,Energy,0.6472425557716833,298.0
2025-09-29,POWERGRID_S77,Utilities,0.6471655762258373,299.0
2025-09-19,ICICIBANK_S118,Financials,0.6471593524073167,300.0
2025-09-22,COALINDIA_S32,Energy,0.6445026787959528,301.0
2025-09-02,ITC_S65,Consumer Staples,0.6440100600144256,302.0
2025-09-19,SBIN_S120,Financials,0.6432154235643777,303.0
2025-10-23,ICICIGI_S56,Financials,0.6430380586119001,304.0
2025-09-05,TECHM_S91,IT,0.6430150836444831,305.0
2025-09-17,VOLTAS_S49,Industrials,0.6428569553642343,306.0
2025-10-08,GRASIM_S24,Materials,0.642834206772607,307.0
2025-09-11,UPL_S96,Materials,0.6424248611949085,308.0
2025-09-22,ICICIGI,Financials,0.6423406713450694,309.0
2025-10-27,WIPRO_S130,IT,0.6410402412868341,310.0
2025-09-24,ICICIGI,Financials,0.6400792186802575,311.0
2025-10-16,TECHM_S34,IT,0.6398880406005188,312.0
2025-10-31,BHARTIARTL_S7,Telecom,0.6397160947483679,313.0
2025-10-20,NMDC,Materials,0.6395986286110013,314.0
2025-10-16,BRITANNIA_S29,Consumer Staples,0.6392282769578329,315.0
2025-09-16,HEROMOTOCO_S82,Consumer Discretionary,0.6392080166350955,316.0
2025-10-20,ICICIGI_S56,Financials,0.638982070470083,317.0
2025-09-22,KOTAKBANK_S17,Financials,0.6384529194492388,318.0
2025-09-25,NTPC_S21,Utilities,0.6374787120180404,319.0
2025-09-16,PEL,Financials,0.6373964548291904,320.0
2025-09-29,ADANIGREEN_S51,Utilities,0.6373964277430854,321.0
2025-09-04,HINDUNILVR,Consumer Staples,0.6370588653584673,322.0
2025-10-22,NTPC_S21,Utilities,0.6369378043755027,323.0
2025-09-19,TECHM_S34,IT,0.6368464308597357,324.0
2025-09-03,TCS_S1,IT,0.6368296155907234,325.0
2025-09-23,ICICIBANK_S4,Financials,0.6357279608349728,326.0
2025-10-08,POWERGRID,Utilities,0.6356479214381388,327.0
2025-09-18,DIVISLAB_S85,Healthcare,0.6354581279370957,328.0
