date,ticker,sector,proba,rank
2025-10-16,M&M,Consumer Discretionary,0.4101381258895762,543.0
2025-11-04,HEROMOTOCO,Consumer Discretionary,0.40991496824928697,544.0
2025-10-13,AXISBANK,Financials,0.40928522664986944,545.0
2025-10-28,GODREJCP,Consumer Staples,0.4085938474488144,546.0
2025-10-17,ICICIPRULI,Financials,0.4085371841699349,547.0
2025-10-17,INFY,IT,0.4084829434233643,548.0
2025-10-27,APOLLOHOSP,Healthcare,0.40835807575428235,549.0
2025-11-11,HEROMOTOCO,Consumer Discretionary,0.40783867366086063,550.0
2025-10-27,ADANIPORTS,Industrials,0.4072601595936847,551.0
2025-10-28,ICICIGI,Financials,0.4071735116856729,552.0
2025-11-11,UPL,Materials,0.40716409727871455,553.0
2025-10-17,ICICIGI,Financials,0.40676102913319057,554.0
2025-11-11,NMDC,Materials,0.406286649198601,555.0
2025-11-06,UPL,Materials,0.4059781307172279,556.0
2025-11-11,EICHERMOT,Consumer Discretionary,0.4053665491091023,557.0
2025-10-16,TATASTEEL,Materials,0.4051021089955743,558.0
2025-11-04,ONGC,Energy,0.4049942190924814,559.0
2025-11-10,HAVELLS,Industrials,0.40455097300714304,560.0
2025-10-28,NMDC,Materials,0.4044941634321775,561.0
2025-11-05,MUTHOOTFIN,Financials,0.40441172291107896,562.0
2025-10-13,NESTLEIND,Consumer Staples,0.4041351910811204,563.0
2025-11-10,HINDUNILVR,Consumer Staples,0.404054331502915,564.0
2025-11-05,PEL,Financials,0.403958381452589,565.0
2025-11-10,DIVISLAB,Healthcare,0.40384495301129436,566.0
2025-11-06,DIVISLAB,Healthcare,0.4037845077558522,567.0
2025-09-12,PIDILITIND,Materials,0.403418969611765,568.0
2025-11-10,EICHERMOT,Consumer Discretionary,0.4025174656110375,569.0
2025-11-03,SUNPHARMA,Healthcare,0.40229940005509757,570.0
2025-10-28,INDUSINDBK,Financials,0.40199135781054895,571.0
2025-11-03,M&M,Consumer Discretionary,0.4013184336991533,572.0
2025-10-16,ICICIGI,Financials,0.4008488608649489,573.0
2025-10-31,ICICIPRULI,Financials,0.4006344289683389,574.0
2025-10-16,SBILIFE,Financials,0.4004912360986877,575.0
2025-10-03,POWERGRID,Utilities,0.3998360330862292,576.0
2025-11-06,ITC,Consumer Staples,0.39900956409897786,577.0
2025-10-03,TCS,IT,0.3980899323434366,578.0
2025-11-07,JSWSTEEL,Materials,0.3974670866523791,579.0
2025-10-16,BAJAJ-AUTO,Consumer Discretionary,0.3973002412864382,580.0
2025-10-16,UPL,Materials,0.39716976153256495,581.0
2025-10-15,INFY,IT,0.39614692657412326,582.0
2025-10-20,TATASTEEL,Materials,0.3960660786350991,583.0
2025-11-06,SUNPHARMA,Healthcare,0.39576749385412113,584.0
2025-11-05,COALINDIA,Energy,0.3954173735065447,585.0
2025-10-16,SBIN,Financials,0.3953728053180065,586.0
2025-10-27,ASIANPAINT,Materials,0.39519247964909837,587.0
2025-10-20,PEL,Financials,0.39427673219085074,588.0
2025-11-10,ULTRACEMCO,Materials,0.3940686379752276,589.0
2025-10-17,JSWSTEEL,Materials,0.39378015638755215,590.0
2025-09-18,WIPRO,IT,0.3934843335507143,591.0
2025-10-30,APOLLOHOSP,Healthcare,0.3932985964320211,592.0
2025-10-30,LT,Industrials,0.39319782502205153,593.0
2025-09-23,BAJAJ-AUTO,Consumer Discretionary,0.3919867410730475,594.0
2025-11-05,ITC,Consumer Staples,0.3917846052881177,595.0
2025-11-11,ULTRACEMCO,Materials,0.39176356167534243,596.0
2025-09-26,COALINDIA,Energy,0.39154129999977433,597.0
2025-10-21,BRITANNIA,Consumer Staples,0.39118716288517,598.0
2025-10-20,SUNPHARMA,Healthcare,0.3910176590919383,599.0
2025-10-15,BAJAJ-AUTO,Consumer Discretionary,0.38974809172293756,600.0
2025-11-07,EICHERMOT,Consumer Discretionary,0.38935565002689065,601.0
2025-10-20,INDUSINDBK,Financials,0.38918772275674984,602.0
2025-09-30,COALINDIA,Energy,0.38909500689795073,603.0
2025-11-11,TATASTEEL,Materials,0.38880225001650043,604.0
2025-10-20,ICICIPRULI,Financials,0.38857605687812896,605.0
2025-10-17,BAJAJFINSV,Financials,0.38843668354203825,606.0
2025-10-14,APOLLOHOSP,Healthcare,0.38731900972581773,607.0
2025-11-07,HEROMOTOCO,Consumer Discretionary,0.3869444069012353,608.0
2025-11-04,ASIANPAINT,Materials,0.38693673725942246,609.0
2025-11-03,NTPC,Utilities,0.3863544211746624,610.0
2025-10-27,SBIN,Financials,0.386289933382465,611.0
2025-10-23,SUNPHARMA,Healthcare,0.3852339128933734,612.0
2025-09-16,SBILIFE,Financials,0.3848368199867932,613.0
2025-11-11,KOTAKBANK,Financials,0.3842900683531647,614.0
2025-10-16,BAJAJFINSV,Financials,0.384213570295935,615.0
2025-10-14,AXISBANK,Financials,0.38369862621753403,616.0
2025-10-30,BANDHANBNK,Financials,0.38360804955551336,617.0
2025-09-26,ICICIGI,Financials,0.38330425064606183,618.0
2025-10-16,BANDHANBNK,Financials,0.3831140770099495,619.0
2025-10-28,INFY,IT,0.38300343915415397,620.0
2025-11-07,APOLLOHOSP,Healthcare,0.3823181605273643,621.0
2025-10-13,EICHERMOT,Consumer Discretionary,0.38212860151700384,622.0
2025-11-10,WIPRO,IT,0.3820391904556635,623.0
2025-09-15,HDFCBANK,Financials,0.3820189305120721,624.0
2025-11-04,GODREJCP,Consumer Staples,0.3817815059575979,625.0
2025-11-07,NTPC,Utilities,0.3816188807206149,626.0
2025-09-12,BAJAJ-AUTO,Consumer Discretionary,0.38156050449524054,627.0
2025-10-28,M&M,Consumer Discretionary,0.3815550334776632,628.0
2025-11-04,HINDUNILVR,Consumer Staples,0.3812760056372312,629.0
2025-10-21,JSWSTEEL,Materials,0.38108593469540564,630.0
2025-11-06,HEROMOTOCO,Consumer Discretionary,0.38061525030978766,631.0
2025-09-15,ADANIPORTS,Industrials,0.38054515479197226,632.0
2025-10-30,BRITANNIA,Consumer Staples,0.3799504005838988,633.0
2025-11-11,ICICIPRULI,Financials,0.37993959877244576,634.0
2025-10-01,M&M,Consumer Discretionary,0.37990768048373047,635.0
2025-10-09,SIEMENS,Industrials,0.3798405009145722,636.0
2025-10-14,EICHERMOT,Consumer Discretionary,0.37957135126122915,637.0
2025-10-24,MUTHOOTFIN,Financials,0.37939703227738775,638.0
2025-11-04,SIEMENS,Industrials,0.3793873001869516,639.0
2025-10-13,BRITANNIA,Consumer Staples,0.3788482733318391,640.0
2025-11-07,BAJAJFINSV,Financials,0.37861038440213785,641.0
2025-11-05,ICICIBANK,Financials,0.37836423218478565,642.0
2025-10-31,SUNPHARMA,Healthcare,0.3783518785363574,643.0
2025-10-21,ITC,Consumer Staples,0.37834637477698585,644.0
2025-11-06,MARUTI,Consumer Discretionary,0.3782959397936106,645.0
2025-11-03,PEL,Financials,0.3782589751677796,646.0
2025-10-31,ADANIGREEN,Utilities,0.3779419883758614,647.0
2025-10-14,PEL,Financials,0.3777915440652971,648.0
2025-10-30,TATASTEEL,Materials,0.37737827405837215,649.0
2025-10-27,UPL,Materials,0.3765168512879405,650.0
2025-10-16,INFY,IT,0.3758190054879217,651.0
2025-09-24,DIVISLAB,Healthcare,0.3758111201862206,652.0
2025-10-15,JSWSTEEL,Materials,0.3751855748377747,653.0
2025-10-27,M&M,Consumer Discretionary,0.3739744481896339,654.0
2025-10-20,BANDHANBNK,Financials,0.37290558969073645,655.0
2025-10-21,INDUSINDBK,Financials,0.3728440828238827,656.0
2025-10-13,BAJAJFINSV,Financials,0.37234651721794015,657.0
2025-11-05,ICICIPRULI,Financials,0.3718640258961402,658.0
2025-11-04,JSWSTEEL,Materials,0.3713694912304842,659.0
2025-10-13,HINDALCO,Materials,0.36946459756869054,660.0
2025-09-16,HDFCBANK,Financials,0.3685268912408521,661.0
2025-10-29,ICICIPRULI,Financials,0.3684150473736666,662.0
2025-10-20,SBIN,Financials,0.36827793465554004,663.0
2025-10-09,AXISBANK,Financials,0.3671617319270637,664.0
2025-11-07,DIVISLAB,Healthcare,0.3667559829697369,665.0
2025-10-31,TATASTEEL,Materials,0.3667417455856335,666.0
2025-10-30,MUTHOOTFIN,Financials,0.366728857340948,667.0
2025-10-17,SIEMENS,Industrials,0.36649690332987894,668.0
2025-11-06,INDUSINDBK,Financials,0.36631937215311333,669.0
2025-10-29,NMDC,Materials,0.3660681581528445,670.0
2025-11-06,ICICIBANK,Financials,0.36586600791797214,671.0
2025-11-10,JSWSTEEL,Materials,0.36586563575651493,672.0
2025-09-22,COALINDIA,Energy,0.3657880226888475,673.0
2025-10-28,BANDHANBNK,Financials,0.3656075694084463,674.0
2025-10-10,TCS,IT,0.3653293670273567,675.0
2025-10-20,RELIANCE,Energy,0.3651763923381708,676.0
2025-11-03,ICICIPRULI,Financials,0.3648760210849807,677.0
2025-11-10,KOTAKBANK,Financials,0.3645557981219121,678.0
2025-11-11,DIVISLAB,Healthcare,0.36429214276215455,679.0
2025-11-04,NTPC,Utilities,0.364290381074893,680.0
2025-10-14,SIEMENS,Industrials,0.3642129134290449,681.0
2025-09-16,ICICIBANK,Financials,0.3630866960134565,682.0
2025-11-04,PEL,Financials,0.36240692563161664,683.0
2025-11-07,HAVELLS,Industrials,0.36223564502317734,684.0
2025-11-11,ICICIGI,Financials,0.3618056369652196,685.0
2025-11-10,UPL,Materials,0.3615626585805002,686.0
2025-11-06,LT,Industrials,0.36110441430755486,687.0
2025-10-13,COALINDIA,Energy,0.36091783011883216,688.0
2025-11-04,LT,Industrials,0.3609154144003499,689.0
2025-10-06,PIDILITIND,Materials,0.36049415880191304,690.0
2025-11-07,UPL,Materials,0.3603966681612714,691.0
2025-10-24,APOLLOHOSP,Healthcare,0.36003910890946583,692.0
2025-10-24,HAVELLS,Industrials,0.36002755036520023,693.0
2025-11-06,ASIANPAINT,Materials,0.3600269123058273,694.0
2025-10-17,AXISBANK,Financials,0.3594975674967854,695.0
2025-11-11,ITC,Consumer Staples,0.35934497154950173,696.0
2025-11-06,PEL,Financials,0.3590430282415824,697.0
2025-11-07,KOTAKBANK,Financials,0.3586699253865124,698.0
2025-10-27,JSWSTEEL,Materials,0.358535184262431,699.0
2025-09-30,WIPRO,IT,0.3584567394139286,700.0
2025-10-29,NTPC,Utilities,0.35840611312084814,701.0
2025-11-04,ICICIPRULI,Financials,0.3581268280431149,702.0
2025-10-14,VOLTAS,Industrials,0.3578319611768731,703.0
2025-11-07,ICICIPRULI,Financials,0.3577735037137844,704.0
2025-10-13,JSWSTEEL,Materials,0.3572104802241596,705.0
2025-10-30,M&M,Consumer Discretionary,0.35671238142506945,706.0
2025-10-31,EICHERMOT,Consumer Discretionary,0.35620090907644963,707.0
2025-10-14,HCLTECH,IT,0.35615314687929484,708.0
2025-10-21,PEL,Financials,0.35592002636506614,709.0
2025-10-17,BANDHANBNK,Financials,0.35545199095963015,710.0
2025-11-07,SIEMENS,Industrials,0.35529064455711723,711.0
2025-11-06,TATASTEEL,Materials,0.3551777339760491,712.0
2025-10-13,TCS,IT,0.3548847847082484,713.0
2025-11-04,UPL,Materials,0.35420315867108443,714.0
2025-10-28,COALINDIA,Energy,0.3540811046316797,715.0
2025-10-15,ASIANPAINT,Materials,0.3539540481288393,716.0
2025-10-17,TECHM,IT,0.35393735593961956,717.0
2025-09-22,SIEMENS,Industrials,0.3536713029058328,718.0
2025-09-29,GODREJCP,Consumer Staples,0.35340806146387255,719.0
2025-10-10,APOLLOHOSP,Healthcare,0.3530880758533169,720.0
2025-10-24,SIEMENS,Industrials,0.35292332934744985,721.0
2025-10-16,HAVELLS,Industrials,0.35255837710083304,722.0
2025-11-10,SIEMENS,Industrials,0.3524886074273779,723.0
2025-10-13,BAJAJ-AUTO,Consumer Discretionary,0.3523008429416064,724.0
2025-10-14,COALINDIA,Energy,0.3521325560977269,725.0
2025-10-20,BAJAJFINSV,Financials,0.35173211134956517,726.0
2025-11-11,BAJAJFINSV,Financials,0.3515597991190908,727.0
2025-10-29,DIVISLAB,Healthcare,0.35152942024488637,728.0
2025-11-05,INFY,IT,0.3510045324071755,729.0
2025-11-10,TECHM,IT,0.35097853735247514,730.0
2025-10-29,ADANIPORTS,Industrials,0.3506163924157407,731.0
2025-10-30,HEROMOTOCO,Consumer Discretionary,0.3506019689987465,732.0
2025-11-05,HINDALCO,Materials,0.3505708274879723,733.0
2025-11-04,ITC,Consumer Staples,0.3499295623398116,734.0
2025-11-11,NTPC,Utilities,0.34964985341599436,735.0
2025-11-10,ICICIGI,Financials,0.3496348958701571,736.0
2025-11-05,ADANIGREEN,Utilities,0.3491460071196984,737.0
2025-10-29,BANDHANBNK,Financials,0.3489395895645259,738.0
2025-10-31,M&M,Consumer Discretionary,0.3484813601843725,739.0
2025-10-31,SBILIFE,Financials,0.3483887367250636,740.0
2025-11-06,BAJAJFINSV,Financials,0.34788097581984234,741.0
2025-10-24,ITC,Consumer Staples,0.34759822117007844,742.0
2025-10-27,MUTHOOTFIN,Financials,0.34752934829869697,743.0
2025-10-14,ICICIGI,Financials,0.34726414288791463,744.0
2025-10-23,INDUSINDBK,Financials,0.34692032022951946,745.0
2025-11-07,POWERGRID,Utilities,0.3468818718358388,746.0
2025-10-30,INFY,IT,0.3468070361726514,747.0
2025-10-14,TATASTEEL,Materials,0.34670163984056224,748.0
2025-10-13,VOLTAS,Industrials,0.3466614225964547,749.0
2025-11-11,AXISBANK,Financials,0.3460563879054221,750.0
2025-10-31,ONGC,Energy,0.34539559202937614,751.0
2025-09-17,HDFCBANK,Financials,0.3451873813722321,752.0
2025-11-11,SIEMENS,Industrials,0.34456091769194197,753.0
2025-10-13,WIPRO,IT,0.3444084454307935,754.0
2025-11-03,ITC,Consumer Staples,0.34434082031485824,755.0
2025-11-10,M&M,Consumer Discretionary,0.34414915059609197,756.0
2025-10-29,SUNPHARMA,Healthcare,0.34407799534052225,757.0
2025-10-31,UPL,Materials,0.3438431671028593,758.0
2025-11-06,POWERGRID,Utilities,0.343730663299863,759.0
2025-11-04,DIVISLAB,Healthcare,0.3434154507962669,760.0
2025-09-12,SBILIFE,Financials,0.34336756209340497,761.0
2025-10-15,VOLTAS,Industrials,0.34334912761145414,762.0
2025-10-24,COALINDIA,Energy,0.3431372953740958,763.0
2025-10-29,JSWSTEEL,Materials,0.3431194199722052,764.0
2025-09-26,HINDUNILVR,Consumer Staples,0.3429613786529869,765.0
2025-10-24,SBILIFE,Financials,0.34273847061879015,766.0
2025-10-17,INDUSINDBK,Financials,0.3422850453323417,767.0
2025-09-26,TITAN,Consumer Discretionary,0.34194658585459614,768.0
2025-11-07,BANDHANBNK,Financials,0.3419195801603021,769.0
2025-09-26,ICICIBANK,Financials,0.34171305774448546,770.0
2025-10-30,ICICIPRULI,Financials,0.3416334580692799,771.0
2025-10-23,SBIN,Financials,0.3413261426470449,772.0
2025-10-28,HAVELLS,Industrials,0.34115240524367046,773.0
2025-11-10,LT,Industrials,0.3402831882606831,774.0
2025-10-17,HAVELLS,Industrials,0.3401213752470901,775.0
2025-10-27,EICHERMOT,Consumer Discretionary,0.3399950937824565,776.0
2025-09-29,BAJFINANCE,Financials,0.3398623047491058,777.0
2025-10-01,ICICIBANK,Financials,0.3397495710538083,778.0
2025-11-06,JSWSTEEL,Materials,0.3395924933606082,779.0
2025-09-26,GODREJCP,Consumer Staples,0.33944310759944885,780.0
2025-11-04,ICICIGI,Financials,0.3392843952339529,781.0
2025-11-11,VOLTAS,Industrials,0.3389359721553899,782.0
2025-10-15,NTPC,Utilities,0.33857936487643603,783.0
2025-10-21,SBILIFE,Financials,0.3384153893105941,784.0
2025-10-21,HCLTECH,IT,0.33832740673842004,785.0
2025-11-07,WIPRO,IT,0.33813140821270143,786.0
2025-11-06,ICICIGI,Financials,0.3381222135387909,787.0
2025-11-11,JSWSTEEL,Materials,0.33804428336597764,788.0
2025-10-28,SBIN,Financials,0.3379637211406882,789.0
2025-10-15,DRREDDY,Healthcare,0.3379244719964655,790.0
2025-11-04,POWERGRID,Utilities,0.337757886449045,791.0
2025-10-29,COALINDIA,Energy,0.33764077445321655,792.0
2025-11-10,NTPC,Utilities,0.33754276755211493,793.0
2025-10-09,HINDUNILVR,Consumer Staples,0.33727740674818885,794.0
2025-11-05,KOTAKBANK,Financials,0.33712384034178927,795.0
2025-10-17,POWERGRID,Utilities,0.33686141742001263,796.0
2025-11-07,ICICIGI,Financials,0.33622727705018496,797.0
2025-10-21,TECHM,IT,0.3361965049027035,798.0
2025-11-03,JSWSTEEL,Materials,0.33590396300507985,799.0
2025-10-15,COALINDIA,Energy,0.33583250899536526,800.0
2025-11-03,HEROMOTOCO,Consumer Discretionary,0.33582610489190556,801.0
2025-10-30,NMDC,Materials,0.33575819719297056,802.0
2025-09-25,KOTAKBANK,Financials,0.335675106789986,803.0
2025-11-04,ICICIBANK,Financials,0.33489311330049776,804.0
2025-10-13,TECHM,IT,0.33470198329940437,805.0
2025-11-04,MUTHOOTFIN,Financials,0.3345933277054284,806.0
2025-11-05,BRITANNIA,Consumer Staples,0.33363062837740115,807.0
2025-09-16,AXISBANK,Financials,0.3334271457359698,808.0
