date_in,date_out,ticker,entry_px,exit_px,gross_ret,net_ret
2023-03-08,2023-03-22,RELIANCE,1104.7259482543946,1038.117067626953,-0.06029448365243151,-0.06029448365243151
2023-03-08,2023-03-22,TCS,3178.223894311524,2928.420453881836,-0.07859844011518302,-0.07859844011518302
2023-03-09,2023-03-23,RELIANCE,1078.1743126098634,1024.9844347045898,-0.04933328246016211,-0.04933328246016211
2023-03-09,2023-03-23,TCS,3128.0249373046877,2922.667511743164,-0.06565082749579132,-0.06565082749579132
2023-03-10,2023-03-24,RELIANCE,1061.4710226562502,1004.6925713500976,-0.053490345091163016,-0.053490345091163016
2023-03-10,2023-03-24,TCS,3122.5408841308595,2918.7858,-0.06525297560277532,-0.06525297560277532
2023-03-13,2023-03-27,RELIANCE,1044.013730383301,1020.310321636963,-0.02270411591008048,-0.02270411591008048
2023-03-13,2023-03-27,TCS,3076.5606739746095,2920.4699805175783,-0.05073545104357635,-0.05073545104357635
2023-03-14,2023-03-28,RELIANCE,1040.1063608276368,1025.0756428588868,-0.01445113551347732,-0.01445113551347732
2023-03-14,2023-03-28,TCS,3013.7541138427737,2914.4831650634765,-0.03293929930226425,-0.03293929930226425
2023-03-15,2023-03-29,RELIANCE,1022.3291369384767,1019.0108493103028,-0.003245811459615666,-0.003245811459615666
2023-03-15,2023-03-29,TCS,2998.7080403320315,2935.9968274902344,-0.020912743754424756,-0.020912743754424756
2023-03-16,2023-03-31,RELIANCE,1017.2335110534669,1062.945926977539,0.04493797680409828,0.04493797680409828
2023-03-16,2023-03-31,TCS,2985.6780981445318,2998.6653650146486,0.004349855022277138,0.004349855022277138
2023-03-17,2023-04-03,RELIANCE,1015.9540289978029,1063.1283432861328,0.0464335126805544,0.0464335126805544
2023-03-17,2023-04-03,TCS,2980.3348246582036,2993.147515551758,0.004299077669913665,0.004299077669913665
2023-03-20,2023-04-05,RELIANCE,1005.9685697570802,1060.5747588378906,0.054282201971773913,0.054282201971773913
2023-03-20,2023-04-05,TCS,2946.5875383544926,3030.374587084961,0.02843528238677706,0.02843528238677706
2023-03-21,2023-04-06,RELIANCE,1037.249950744629,1067.6881413208007,0.02934508751176179,0.02934508751176179
2023-03-21,2023-04-06,TCS,2911.7157254150393,3012.509250830078,0.03461654052806673,0.03461654052806673
2023-03-22,2023-04-10,RELIANCE,1040.403440185547,1060.1187180664062,0.018949646953630994,0.018949646953630994
2023-03-22,2023-04-10,TCS,2934.870073461914,3052.4489114013672,0.04006270635372955,0.04006270635372955
2023-03-23,2023-04-11,RELIANCE,1027.2418836547852,1065.3626991943358,0.03710987270488042,0.03710987270488042
2023-03-23,2023-04-11,TCS,2929.1044609130863,3006.055176489258,0.026271072473865953,0.026271072473865953
2023-03-24,2023-04-12,RELIANCE,1006.9053290405275,1070.0594313964843,0.06272099325974967,0.06272099325974967
2023-03-24,2023-04-12,TCS,2925.2142000000003,3032.104615551758,0.03654105588293577,0.03654105588293577
2023-03-27,2023-04-13,RELIANCE,1022.5574762145997,1074.0950264160156,0.05040063898628233,0.05040063898628233
2023-03-27,2023-04-13,TCS,2926.902089794922,2982.7180825927735,0.019069989731621773,0.019069989731621773
2023-03-28,2023-04-17,RELIANCE,1027.3332926879884,1079.544103955078,0.05082168721553004,0.05082168721553004
2023-03-28,2023-04-17,TCS,2920.9020888427735,2936.558220996094,0.005360033194239389,0.005360033194239389
2023-03-29,2023-04-18,RELIANCE,1021.2551419006348,1067.1867403442384,0.04497563494086432,0.04497563494086432
2023-03-29,2023-04-18,TCS,2942.463133447266,2928.3733865722656,-0.004788419169926339,-0.004788419169926339
2023-03-31,2023-04-19,RELIANCE,1065.2869831787111,1072.4990056518554,0.006770027783146615,0.006770027783146615
2023-03-31,2023-04-19,TCS,3005.269693579102,2889.8835454589844,-0.03839460676911799,-0.03839460676911799
2023-04-03,2023-04-20,RELIANCE,1065.4698012451172,1069.7856849975585,0.004050686136198189,0.004050686136198189
2023-04-03,2023-04-20,TCS,2999.7396914794926,2904.1012871582034,-0.03188223451286187,-0.03188223451286187
2023-04-05,2023-04-21,RELIANCE,1062.9105927246094,1071.1310052734375,0.007733870191053649,0.007733870191053649
2023-04-05,2023-04-21,TCS,3037.0487527587893,2956.527685473633,-0.026512932073287532,-0.026512932073287532
2023-04-06,2023-04-24,RELIANCE,1070.0396418823243,1075.2350064086913,0.004855300984202504,0.004855300984202504
2023-04-06,2023-04-24,TCS,3019.1440694824223,2969.576060595703,-0.016417901148790492,-0.016417901148790492
2023-04-10,2023-04-25,RELIANCE,1062.4535475585938,1083.4656887817382,0.019776997565143617,0.019776997565143617
2023-04-10,2023-04-25,TCS,3059.171694067383,2970.6986037353518,-0.02892060308468669,-0.02892060308468669
2023-04-11,2023-04-26,RELIANCE,1067.7090781494142,1077.1046516357421,0.008799750492533676,0.008799750492533676
2023-04-11,2023-04-26,TCS,3012.6757805419925,2991.41675546875,-0.007056526032621302,-0.007056526032621302
2023-04-12,2023-04-27,RELIANCE,1072.4161545410157,1083.9217295532226,0.010728647608941655,0.010728647608941655
2023-04-12,2023-04-27,TCS,3038.7825914794926,2981.8759923339844,-0.018726775421535558,-0.018726775421535558
2023-04-13,2023-04-28,RELIANCE,1076.4606376464844,1103.734628161621,0.025336728126693853,0.025336728126693853
2023-04-13,2023-04-28,TCS,2989.287288500977,3011.15259050293,0.007314553568023685,0.007314553568023685
2023-04-17,2023-05-02,TCS,2943.0257633789065,3011.2930608154297,0.023196296235662217,0.023196296235662217
2023-04-17,2023-05-02,RELIANCE,1081.921716357422,1113.105412463379,0.02882250687318244,0.02882250687318244
2023-04-18,2023-05-03,RELIANCE,1069.5371366088868,1103.5522118530273,0.03180354760937987,0.03180354760937987
2023-04-18,2023-05-03,TCS,2934.822902490235,2974.3459544189454,0.013466929093123303,0.013466929093123303
2023-04-19,2023-05-04,RELIANCE,1074.8611017700196,1116.2744080810546,0.03852898411044747,0.03852898411044747
2023-04-19,2023-05-04,TCS,2896.248290478516,3012.509250830078,0.04014191764351582,0.04014191764351582
2023-04-20,2023-05-05,RELIANCE,1072.1418052368165,1113.4245190673828,0.038504900777978524,0.038504900777978524
2023-04-20,2023-05-05,TCS,2910.497345654297,3021.8627202148436,0.038263348608383874,0.038263348608383874
2023-04-21,2023-05-08,RELIANCE,1073.4900884765625,1127.1726850952148,0.05000753821102877,0.05000753821102877
2023-04-21,2023-05-08,TCS,2963.0392090576174,3040.4764998535156,0.026134413125274536,0.026134413125274536
2023-04-24,2023-05-09,RELIANCE,1077.6031283569337,1130.661153125,0.04923707380932174,0.04923707380932174
2023-04-24,2023-05-09,TCS,2976.116322216797,3071.0156237304686,0.031886959795638825,0.031886959795638825
2023-04-25,2023-05-10,TCS,2977.2413376708987,3074.336429711914,0.03261243581851292,0.03261243581851292
2023-04-25,2023-05-10,RELIANCE,1085.8519381713868,1138.4359166625977,0.04842647201032224,0.04842647201032224
2023-04-26,2023-05-11,RELIANCE,1079.4768913330079,1131.0031837036133,0.047732649753138734,0.047732649753138734
2023-04-26,2023-05-11,TCS,2998.0051195312503,3069.9867274658204,0.02400983489508679,0.02400983489508679
2023-04-27,2023-05-12,RELIANCE,1086.3089833374024,1132.8499049560546,0.04284317107980384,0.04284317107980384
2023-04-27,2023-05-12,TCS,2988.443343603516,3062.6442271728515,0.024829275658899697,0.024829275658899697
2023-04-28,2023-05-15,RELIANCE,1106.165518322754,1135.0842608642579,0.026143232692113383,0.026143232692113383
2023-04-28,2023-05-15,TCS,3017.7844212158207,3044.638908349609,0.008898742715017782,0.008898742715017782
2023-05-02,2023-05-16,RELIANCE,1115.5569410522462,1118.9192006835938,0.003013974013891252,0.003013974013891252
2023-05-02,2023-05-16,TCS,3017.9252009033207,3047.537815649414,0.009812242774350333,0.009812242774350333
2023-05-03,2023-05-17,RELIANCE,1105.9827002563477,1112.3073411132812,0.005718571235759473,0.005718571235759473
2023-05-03,2023-05-17,TCS,2980.896721362305,3001.284794921875,0.006839577303521027,0.006839577303521027
2023-05-04,2023-05-18,TCS,3019.1440694824223,2993.0065574951172,-0.008657258940208745,-0.008657258940208745
2023-05-04,2023-05-18,RELIANCE,1118.7329161376954,1109.9133709350585,-0.007883512745012755,-0.007883512745012755
2023-05-05,2023-05-19,TCS,3028.5181391601564,3014.519976049805,-0.004622116317993474,-0.004622116317993474
2023-05-05,2023-05-19,RELIANCE,1115.8767504638672,1113.5156052856446,-0.0021159551691001255,-0.0021159551691001255
2023-05-08,2023-05-22,RELIANCE,1129.6551957641602,1119.46632767334,-0.009019449588711037,-0.009019449588711037
2023-05-08,2023-05-22,TCS,3047.172914208985,3085.466994873047,0.012567084882350033,0.012567084882350033
2023-05-09,2023-05-23,RELIANCE,1133.1513468750002,1119.261109326172,-0.012258060308655838,-0.012258060308655838
2023-05-09,2023-05-23,TCS,3077.7792981445314,3083.9237724121094,0.001996398595338622,0.001996398595338622
2023-05-10,2023-05-24,RELIANCE,1140.9432337280275,1112.7405798461914,-0.02471871785389712,-0.02471871785389712
2023-05-10,2023-05-24,TCS,3081.1074179443362,3089.816697119141,0.0028266717103344607,0.0028266717103344607
2023-05-11,2023-05-25,RELIANCE,1133.494130749512,1112.6037676147462,-0.01843005849615842,-0.01843005849615842
2023-05-11,2023-05-25,TCS,3076.74813581543,3080.6032103027346,0.0012529704470862768,0.0012529704470862768
2023-05-12,2023-05-26,RELIANCE,1135.3449192626954,1142.9502325561523,0.006698680871708884,0.006698680871708884
2023-05-12,2023-05-26,TCS,3069.389464233399,3113.7146967773438,0.01444105841257759,0.01444105841257759
2023-05-15,2023-05-29,RELIANCE,1137.5841961669923,1149.379553881836,0.010368777761318615,0.010368777761318615
2023-05-15,2023-05-29,TCS,3051.344490087891,3105.7178877197266,0.017819488362741165,0.017819488362741165
2023-05-16,2023-05-30,TCS,3054.249782006836,3101.835688232422,0.015580227427999915,0.015580227427999915
2023-05-16,2023-05-30,RELIANCE,1121.3835336914065,1149.0832493164062,0.024701375392785385,0.024701375392785385
2023-05-17,2023-05-31,TCS,3007.894892578125,3076.86148112793,0.02292852344009,0.02292852344009
2023-05-17,2023-05-31,RELIANCE,1114.7571120117188,1126.2607254882812,0.010319390073953105,0.010319390073953105
2023-05-18,2023-06-01,RELIANCE,1112.3578692993165,1123.2284201660157,0.009772530196191953,0.009772530196191953
2023-05-18,2023-06-01,TCS,2999.598422973633,3109.131608959961,0.0365159499843124,0.0365159499843124
2023-05-19,2023-06-02,RELIANCE,1115.9680372924806,1119.5575358276367,0.0032164886584609143,0.0032164886584609143
2023-05-19,2023-06-02,TCS,3021.1592231689456,3091.920825341797,0.023422003590604534,0.023422003590604534
2023-05-22,2023-06-05,RELIANCE,1121.9318656860353,1129.6122593505859,0.006845686355342329,0.006845686355342329
2023-05-22,2023-06-05,TCS,3092.2624973144534,3076.3003314941407,-0.005161969863223259,-0.005161969863223259
2023-05-23,2023-06-06,RELIANCE,1121.7261953613283,1130.569944970703,0.007884053743191677,0.007884053743191677
2023-05-23,2023-06-06,TCS,3090.715876025391,3023.3591192382814,-0.02179325421323719,-0.02179325421323719
2023-05-24,2023-06-07,RELIANCE,1115.1913049194336,1139.1426579223632,0.021477349130389678,0.021477349130389678
2023-05-24,2023-06-07,TCS,3096.6217794433596,3063.2051329345704,-0.010791323218942162,-0.010791323218942162
2023-05-25,2023-06-08,RELIANCE,1115.054191369629,1139.8264752075195,0.022216215166603215,0.022216215166603215
2023-05-25,2023-06-08,TCS,3087.388000634766,3027.240587109375,-0.01948165035072502,-0.01948165035072502
2023-05-26,2023-06-09,TCS,3120.5724125976567,3001.845944555664,-0.038046374941564376,-0.038046374941564376
2023-05-26,2023-06-09,RELIANCE,1145.4674920532227,1131.7556509765625,-0.011970519610366326,-0.011970519610366326
2023-05-29,2023-06-12,RELIANCE,1151.9109734619142,1132.7586968017579,-0.01662652505392559,-0.01662652505392559
2023-05-29,2023-06-12,TCS,3112.557991186524,3037.0154674316404,-0.0242702381670602,-0.0242702381670602
2023-05-30,2023-06-13,RELIANCE,1151.6140163085938,1149.4936860107423,-0.0018411813922237785,-0.0018411813922237785
2023-05-30,2023-06-13,TCS,3108.6672414550785,3034.0224255126955,-0.024011838561223353,-0.024011838561223353
2023-05-31,2023-06-14,RELIANCE,1128.7412276367188,1163.629486694336,0.03090899685720161,0.03090899685720161
2023-05-31,2023-06-14,TCS,3083.6380305908206,3040.8974230468752,-0.013860448963186611,-0.013860448963186611
2023-06-01,2023-06-15,RELIANCE,1125.7022438964846,1163.948715234375,0.03397565523677448,0.03397565523677448
2023-06-01,2023-06-15,TCS,3115.9792308837896,3030.7669772460936,-0.027346861876716422,-0.027346861876716422
2023-06-02,2023-06-16,RELIANCE,1122.0232747192383,1175.2802309814454,0.04746510831117412,0.04746510831117412
2023-06-02,2023-06-16,TCS,3098.7305418457036,2991.755493774414,-0.034522216961650365,-0.034522216961650365
2023-06-05,2023-06-19,RELIANCE,1132.1001429931641,1163.6066846557617,0.027830171966322093,0.027830171966322093
2023-06-05,2023-06-19,TCS,3083.07564506836,3025.2074256591795,-0.018769639824356976,-0.018769639824356976
2023-06-06,2023-06-20,RELIANCE,1133.059937841797,1166.0234568725587,0.02909247598458853,0.02909247598458853
2023-06-06,2023-06-20,TCS,3030.017833886719,3041.509541943359,0.0037926206004865737,0.0037926206004865737
2023-06-07,2023-06-21,RELIANCE,1141.6515315307618,1169.3065846191407,0.024223725300221988,0.024223725300221988
2023-06-07,2023-06-21,TCS,3069.95160534668,3070.250353173828,9.731352983788355e-05,9.731352983788355e-05
2023-06-08,2023-06-22,RELIANCE,1142.3368548706055,1156.1739516967773,0.01211297417847823,0.01211297417847823
2023-06-08,2023-06-22,TCS,3033.9078503906253,3051.6868111816407,0.00586008595769516,0.00586008595769516
2023-06-09,2023-06-23,RELIANCE,1134.2482552734375,1146.712081176758,0.010988622504264578,0.010988622504264578
2023-06-09,2023-06-23,TCS,3008.4572781005863,3030.814776171875,0.0074315491311893744,0.0074315491311893744
2023-06-12,2023-06-26,RELIANCE,1135.2535102294923,1137.957073852539,0.0023814624651548044,0.0023814624651548044
2023-06-12,2023-06-26,TCS,3043.7042591308596,3005.6544946777344,-0.012501137171582632,-0.012501137171582632
2023-06-13,2023-06-27,TCS,3040.704625268555,3012.9104203857423,-0.009140711877056451,-0.009140711877056451
2023-06-13,2023-06-27,RELIANCE,1152.025356958008,1138.367510546875,-0.011855508499567402,-0.011855508499567402
2023-06-14,2023-06-28,TCS,3047.594764453125,3029.966589111328,-0.005784291122760354,-0.005784291122760354
2023-06-14,2023-06-28,RELIANCE,1166.1922906494142,1153.4380728759766,-0.010936633585817312,-0.010936633585817312
2023-06-15,2023-06-30,RELIANCE,1166.512222265625,1162.8999433959962,-0.0030966489683348364,-0.0030966489683348364
2023-06-15,2023-06-30,TCS,3037.4420071289064,3111.7593305175783,0.02446707565584738,0.02446707565584738
2023-06-16,2023-07-03,RELIANCE,1177.8686947998049,1192.7447634887696,0.012629649429211742,0.012629649429211742
2023-06-16,2023-07-03,TCS,2998.344603881836,3083.5367474365235,0.0284130594743488,0.0284130594743488
2023-06-19,2023-07-04,RELIANCE,1166.1694383911133,1180.4556840576172,0.01225057457020462,0.01225057457020462
2023-06-19,2023-07-04,TCS,3031.8702110595705,3117.978312182617,0.028400985243017374,0.028400985243017374
2023-06-20,2023-07-05,RELIANCE,1168.5915333618166,1178.517754650879,0.00849417525771945,0.00849417525771945
2023-06-20,2023-07-05,TCS,3048.208231494141,3128.4379852783204,0.026320299563279193,0.026320299563279193
2023-06-21,2023-07-06,RELIANCE,1171.8818919433595,1203.255405847168,0.02677190774898075,0.02677190774898075
2023-06-21,2023-07-06,TCS,3077.012342138672,3131.2181268798827,0.017616368968977003,0.017616368968977003
2023-06-22,2023-07-07,RELIANCE,1158.7203354125977,1200.9071616821288,0.03640811762789098,0.03640811762789098
2023-06-22,2023-07-07,TCS,3058.40791538086,3137.2020158691407,0.02576311030717071,0.02576311030717071
2023-06-23,2023-07-10,RELIANCE,1149.2376258544923,1247.1677424438476,0.08521311379493102,0.08521311379493102
2023-06-23,2023-07-10,TCS,3037.4899113281253,3083.2067885253905,0.015050873758219563,0.015050873758219563
2023-06-26,2023-07-11,RELIANCE,1140.463336303711,1260.6878880859374,0.10541728782959314,0.10541728782959314
2023-06-26,2023-07-11,TCS,3012.274216259766,3083.630882055664,0.023688635453813056,0.023688635453813056
2023-06-27,2023-07-12,RELIANCE,1140.8746769531251,1262.0785685668945,0.1062376911874865,0.1062376911874865
2023-06-27,2023-07-12,TCS,3019.546122583008,3071.85186105957,0.01732238434292177,0.01732238434292177
2023-06-28,2023-07-13,RELIANCE,1155.9784310302734,1250.7927788330078,0.08202086237736328,0.08202086237736328
2023-06-28,2023-07-13,TCS,3036.6398562011723,3147.849958203125,0.03662274990392711,0.03662274990392711
2023-06-30,2023-07-14,RELIANCE,1165.461140588379,1249.744006994629,0.07231718284806998,0.07231718284806998
2023-06-30,2023-07-14,TCS,3118.612739794922,3311.9066018554686,0.06198071969437846,0.06198071969437846
2023-07-03,2023-07-17,RELIANCE,1195.3716915893556,1275.279851477051,0.06684796072211663,0.06684796072211663
2023-07-03,2023-07-17,TCS,3090.327998657227,3290.280758276367,0.06470276284783405,0.06470276284783405
2023-07-04,2023-07-18,RELIANCE,1183.055546411133,1286.109600439453,0.08710838163173351,0.08710838163173351
2023-07-04,2023-07-18,TCS,3124.8454182861333,3295.133568603516,0.054494903754560564,0.054494903754560564
2023-07-05,2023-07-19,RELIANCE,1181.1133488647463,1295.8678974609375,0.09715794737777705,0.09715794737777705
2023-07-05,2023-07-19,TCS,3135.32812800293,3269.879640234375,0.042914650951429545,0.042914650951429545
2023-07-06,2023-07-20,RELIANCE,1205.9054828247072,1294.2985806884765,0.07330018738841604,0.07330018738841604
2023-07-06,2023-07-20,TCS,3138.1143926513673,3272.005473071289,0.042666092967630354,0.042666092967630354
2023-07-07,2023-07-21,RELIANCE,1203.5520668334962,1254.2322285766602,0.04210882365604829,0.04210882365604829
2023-07-07,2023-07-21,TCS,3144.1114606933597,3182.252747290039,0.012131022412376069,0.012131022412376069
2023-07-10,2023-07-24,TCS,3089.9973130371095,3207.2420744628907,0.03794332148157853,0.03794332148157853
2023-07-10,2023-07-24,RELIANCE,1249.9145329467774,1228.8635583984376,-0.01684193118285482,-0.01684193118285482
2023-07-11,2023-07-25,TCS,3090.4223406005863,3211.398630029297,0.03914555232124051,0.03914555232124051
2023-07-11,2023-07-25,RELIANCE,1263.4644556640626,1228.0731690185546,-0.02801130375045391,-0.02801130375045391
2023-07-12,2023-07-26,TCS,3078.61737722168,3201.148199169922,0.03980060102786176,0.03980060102786176
2023-07-12,2023-07-26,RELIANCE,1264.8581990112307,1248.0320250610353,-0.013302814468332369,-0.013302814468332369
2023-07-13,2023-07-27,TCS,3154.7828542968755,3209.2727971923828,0.01727216908805329,0.01727216908805329
2023-07-13,2023-07-27,RELIANCE,1253.5475531982422,1236.4222512817382,-0.013661469700779416,-0.013661469700779416
2023-07-14,2023-07-28,RELIANCE,1252.4964715209962,1248.8472893920898,-0.002913526873632555,-0.002913526873632555
2023-07-14,2023-07-28,TCS,3319.2008200195314,3170.0649967041018,-0.044931244417610205,-0.044931244417610205
2023-07-17,2023-07-31,TCS,3297.5273471923833,3232.466982055664,-0.019730045663491902,-0.019730045663491902
2023-07-17,2023-07-31,RELIANCE,1278.0885567260743,1259.4196313842774,-0.014606910642889104,-0.014606910642889104
2023-07-18,2023-08-01,TCS,3302.3908454589846,3261.3770405029295,-0.012419427885845713,-0.012419427885845713
2023-07-18,2023-08-01,RELIANCE,1288.942157373047,1241.6096540893554,-0.03672197624458062,-0.03672197624458062
2023-07-19,2023-08-02,TCS,3277.0812972656254,3250.6064305175782,-0.008078794618289642,-0.008078794618289642
2023-07-19,2023-08-02,RELIANCE,1298.7219462890625,1228.3448425048828,-0.05418950837419334,-0.05418950837419334
2023-07-20,2023-08-03,TCS,3279.2118120849614,3212.154877319336,-0.02044910137201228,-0.02044910137201228
2023-07-20,2023-08-03,RELIANCE,1297.1491732177735,1223.1821927124024,-0.057022724936010905,-0.057022724936010905
2023-07-21,2023-08-04,TCS,3189.2614128662112,3253.346333227539,0.020093969124887145,0.020093969124887145
2023-07-21,2023-08-04,RELIANCE,1256.994578063965,1239.8063420654296,-0.013674073300307232,-0.013674073300307232
2023-07-24,2023-08-07,TCS,3214.3057770996097,3291.6096171875,0.024049933468882623,0.024049933468882623
2023-07-24,2023-08-07,RELIANCE,1231.5700353515626,1246.8710720703125,0.012424008606528147,0.012424008606528147
2023-07-25,2023-08-08,RELIANCE,1230.7779052001954,1239.3616413452148,0.006974236463582972,0.006974236463582972
2023-07-25,2023-08-08,TCS,3218.4714871582037,3278.902419091797,0.018776283143944195,0.018776283143944195
2023-07-26,2023-08-09,RELIANCE,1250.78071907959,1247.5380621826173,-0.002592506302270814,-0.002592506302270814
2023-07-26,2023-08-09,TCS,3208.1984805175784,3271.2497135253907,0.019653158428539763,0.019653158428539763
2023-07-27,2023-08-10,RELIANCE,1239.1453756713868,1253.0960286010743,0.011258285915104027,0.011258285915104027
2023-07-27,2023-08-10,TCS,3216.3409723388677,3251.9762599365235,0.01107944956835305,0.01107944956835305
2023-07-28,2023-08-11,RELIANCE,1251.5977789672852,1258.3820776611328,0.005420510333156381,0.005420510333156381
2023-07-28,2023-08-11,TCS,3177.0468197021487,3258.306447265625,0.025577094759684504,0.025577094759684504
2023-07-31,2023-08-14,RELIANCE,1262.1934057250978,1273.252542956543,0.008761840444802438,0.008761840444802438
2023-07-31,2023-08-14,TCS,3239.5862406005863,3259.2985188476564,0.006084813548107748,0.006084813548107748
2023-08-01,2023-08-16,RELIANCE,1244.3442033325196,1272.2151111694336,0.022398069410595633,0.022398069410595633
2023-08-01,2023-08-16,TCS,3268.5599712158205,3267.376049560547,-0.0003622150628104226,-0.0003622150628104226
