date,equity
2023-01-02,1.0
2023-01-03,1.0
2023-01-04,1.0
2023-01-05,1.0
2023-01-06,1.0
2023-01-09,1.0
2023-01-10,1.0
2023-01-11,1.0
2023-01-12,1.0
2023-01-13,1.0
2023-01-16,1.0
2023-01-17,1.0
2023-01-18,1.0
2023-01-19,1.0
2023-01-20,1.0
2023-01-23,1.0
2023-01-24,1.0
2023-01-25,1.0
2023-01-27,1.0
2023-01-30,0.9971898973174774
2023-01-31,1.0210685061498077
2023-02-01,1.0556488795668255
2023-02-02,1.0915260337070085
2023-02-03,1.1180756018253972
2023-02-06,1.1448721198070986
2023-02-07,1.1705670489457218
2023-02-08,1.1550184309692635
2023-02-09,1.1346044642880477
2023-02-10,1.1215711250218565
2023-02-13,1.1056333059389067
2023-02-14,1.0608088315689614
2023-02-15,1.0190301000681412
2023-02-16,0.9612257968866065
2023-02-17,0.9265655970714325
2023-02-20,0.9081344229737123
2023-02-21,0.8950649884119674
2023-02-22,0.880915742062587
2023-02-23,0.8600037539978531
2023-02-24,0.8253062549320653
2023-02-27,0.7930657438025789
2023-02-28,0.7631480907377403
2023-03-01,0.7197339225536427
2023-03-02,0.6868921547121855
2023-03-03,0.6385379520128973
2023-03-06,0.5936432595191888
2023-03-08,0.5524168355244103
2023-03-09,0.5206572564456811
2023-03-10,0.48974497065880324
2023-03-13,0.4717616413773463
2023-03-14,0.46058314672021605
2023-03-15,0.45501963502986764
2023-03-16,0.46623310065439305
2023-03-17,0.478059707106057
2023-03-20,0.49783165527855644
2023-03-21,0.5137527168592461
2023-03-22,0.5289115952792031
2023-03-23,0.5456730536916002
2023-03-24,0.5727553664272876
2023-03-27,0.5926502041309163
2023-03-28,0.6092982581655543
2023-03-29,0.6215412584504322
2023-03-31,0.6117132681399793
2023-04-03,0.6032008044325369
2023-04-05,0.5975370318156109
2023-04-06,0.5940824909244017
2023-04-10,0.5913664629528615
2023-04-11,0.5918819051943571
2023-04-12,0.5895149316305041
2023-04-13,0.599139140678459
2023-04-17,0.6147223911753366
2023-04-18,0.6286367790194416
2023-04-19,0.6533644901600248
2023-04-20,0.678443314220424
2023-04-21,0.7042723131283299
2023-04-24,0.7328390185269629
2023-04-25,0.7625332553648532
2023-04-26,0.7898862705482403
2023-04-27,0.8166130388348949
2023-04-28,0.8309209058468924
2023-05-02,0.8362496916830295
2023-05-03,0.8415005656050711
2023-05-04,0.834541031240742
2023-05-05,0.8317294326770356
2023-05-08,0.8332047690220974
2023-05-09,0.8289297362832837
2023-05-10,0.8198562522650413
2023-05-11,0.8128148807486718
2023-05-12,0.8214062280813794
2023-05-15,0.8329832367579385
2023-05-16,0.8497601867076663
2023-05-17,0.8638865633053332
2023-05-18,0.8838805613372147
2023-05-19,0.8956531840783554
2023-05-22,0.8964071970969811
2023-05-23,0.8901730433933744
2023-05-24,0.8949292494970612
2023-05-25,0.8961528705162487
2023-05-26,0.8737414787027381
2023-05-29,0.8558748795173081
2023-05-30,0.8448114043484006
2023-05-31,0.8520128081926225
2023-06-01,0.8548367166154384
2023-06-02,0.860368745987807
2023-06-05,0.8642664453262893
2023-06-06,0.8784771880911867
2023-06-07,0.8891599269926304
2023-06-08,0.8971503894118874
2023-06-09,0.9054132214897782
2023-06-12,0.9008319778515905
2023-06-13,0.8913749444869495
2023-06-14,0.8839226378200101
2023-06-15,0.8933675397844928
2023-06-16,0.9117006517241254
2023-06-19,0.9302316785117838
2023-06-20,0.9464244421864055
2023-06-21,0.96742951720261
2023-06-22,0.997502657715165
2023-06-23,1.0475094547438588
2023-06-26,1.1151292923952605
2023-06-27,1.1840220221925248
2023-06-28,1.2542603470592844
2023-06-30,1.338482613985397
2023-07-03,1.4265217921631856
2023-07-04,1.5275218783859112
2023-07-05,1.6345038576410238
2023-07-06,1.7292775239401428
2023-07-07,1.7761753972941923
2023-07-10,1.79491528244284
2023-07-11,1.8049077989019509
2023-07-12,1.828820829709418
2023-07-13,1.8321224908340508
2023-07-14,1.788293750058302
2023-07-17,1.757591467878939
2023-07-18,1.714406211569325
2023-07-19,1.6610296288522282
2023-07-20,1.5966881294027682
2023-07-21,1.6018134151303227
2023-07-24,1.6310256399898622
2023-07-25,1.6520255188513313
2023-07-26,1.666117835191752
2023-07-27,1.6847264849351438
2023-07-28,1.7108377280698785
2023-07-31,1.7235378359632134
2023-08-01,1.7425276503213045
2023-08-02,1.7555195687842478
2023-08-03,1.7718171846629136
2023-08-04,1.7639841652241033
2023-08-07,1.7359196950577738
2023-08-08,1.7218042844498118
2023-08-09,1.6870117131936682
2023-08-10,1.6487339828993193
2023-08-11,1.5970369453748259
2023-08-14,1.53064302602118
2023-08-16,1.4683320932215325
2023-08-17,1.4129150735821747
2023-08-18,1.374950960366661
2023-08-21,1.3455749564939268
2023-08-22,1.326460069602553
2023-08-23,1.3051761453171231
2023-08-24,1.3027304389801158
2023-08-25,1.306209980978535
2023-08-28,1.3318562138049577
2023-08-29,1.3742856358758258
2023-08-30,1.4163908852724436
2023-08-31,1.4696570212726567
2023-09-01,1.5277038148546653
2023-09-04,1.574325422578371
2023-09-05,1.5979026672295986
2023-09-06,1.6095356402296614
2023-09-07,1.6150464350894231
2023-09-08,1.6076967906706758
2023-09-11,1.5855545387364096
2023-09-12,1.5612597351462476
2023-09-13,1.513873931869056
2023-09-14,1.4705336538773495
2023-09-15,1.408384119780131
2023-09-18,1.356691672034462
2023-09-20,1.3312402412969222
2023-09-21,1.3218581218247325
2023-09-22,1.3094251322821904
2023-09-25,1.307052342583193
2023-09-26,1.3092907719698237
2023-09-27,1.2925285978746337
2023-09-28,1.300104851770588
2023-09-29,1.2961485821427368
2023-10-03,1.3023979005421449
2023-10-04,1.2930262876418095
2023-10-05,1.2655464602352957
2023-10-06,1.2370778027328817
2023-10-09,1.1877335859589593
2023-10-10,1.1346119215807957
2023-10-11,1.0620243346278093
2023-10-12,1.0134766523783407
2023-10-13,0.9773377324992968
2023-10-16,0.943228366427456
2023-10-17,0.9070840466665842
2023-10-18,0.8889784946069881
2023-10-19,0.8761867585080745
2023-10-20,0.867549774089739
2023-10-23,0.8721938189178653
2023-10-25,0.8842016497749425
2023-10-26,0.9003256432279358
2023-10-27,0.9057349299769674
2023-10-30,0.8978687551362203
2023-10-31,0.9140441664647568
2023-11-01,0.9474923982497094
2023-11-02,0.9726382737329169
2023-11-03,1.0011330964220604
2023-11-06,1.0266546353677155
2023-11-07,1.0628624013672072
2023-11-08,1.0939242743196478
2023-11-09,1.1290848458369762
2023-11-10,1.1690491048382687
2023-11-13,1.220072703030682
2023-11-15,1.2377102717432578
2023-11-16,1.2462152953274779
2023-11-17,1.262315920382409
2023-11-20,1.2853856275701894
2023-11-21,1.3218743585416852
2023-11-22,1.3538144779124048
2023-11-23,1.3906313954382372
2023-11-24,1.4438311683516356
2023-11-28,1.4914987602806387
2023-11-29,1.5154264100765673
2023-11-30,1.5786121768186963
2023-12-01,1.6868144919032697
2023-12-04,1.8012362199201108
2023-12-05,1.9140613229814454
2023-12-06,1.9821017416517452
2023-12-07,2.0674213408577207
2023-12-08,2.164897523565023
2023-12-11,2.257527850160894
2023-12-12,2.370871996668461
2023-12-13,2.516975395105396
2023-12-14,2.6161991113340344
2023-12-15,2.6430838356689557
2023-12-18,2.658748888377268
2023-12-19,2.6227160688369007
2023-12-20,2.6137352788257457
2023-12-21,2.6138897383402164
2023-12-22,2.5697958440298945
2023-12-26,2.529680034035226
2023-12-27,2.5224771136893334
2023-12-28,2.5508043666180367
2023-12-29,2.6522371010565364
2024-01-01,2.77973992021187
2024-01-02,2.8752998461486556
2024-01-03,3.0215741521448716
2024-01-04,3.1927152636848652
2024-01-05,3.3625237613228727
2024-01-08,3.4947194489991293
2024-01-09,3.643924189507476
2024-01-10,3.7349781577302683
2024-01-11,3.893413760390946
2024-01-12,3.9092468057167187
2024-01-15,3.9155139732312443
2024-01-16,3.990807689636134
2024-01-17,4.178637380442879
2024-01-18,4.330325020084574
2024-01-19,4.521871970582086
2024-01-23,4.836437001602978
2024-01-24,5.200162689012602
2024-01-25,5.615387204250902
2024-01-29,5.847000552377341
2024-01-30,6.221091467502665
2024-01-31,6.5576465581084875
2024-02-01,6.855429932165535
2024-02-02,6.986803797591833
2024-02-05,7.170654765434622
2024-02-06,7.172077088592384
2024-02-07,7.139179419320326
2024-02-08,7.1606735732302615
2024-02-09,7.154816609910119
2024-02-12,7.121407229157955
2024-02-13,7.116976332441017
2024-02-14,7.055941148370044
2024-02-15,7.010027869911163
2024-02-16,7.041408049975675
2024-02-19,7.085762014726961
